,Element,Wavelength,n,k
3272,Ta1,0.029876,0.936,0.2778
3273,Ta1,0.03024,0.9235,0.2756
3274,Ta1,0.030613,0.9106,0.2795
3275,Ta1,0.030996,0.8989,0.2898
3276,Ta1,0.031388,0.8902,0.3072
3277,Ta1,0.031791,0.8887,0.3314
3278,Ta1,0.032204,0.8978,0.3592
3279,Ta1,0.032627,0.9209,0.386
3280,Ta1,0.033062,0.9576,0.4036
3281,Ta1,0.033509,1.0026,0.404
3282,Ta1,0.033968,1.0454,0.3845
3283,Ta1,0.03444,1.0752,0.3506
3284,Ta1,0.034925,1.0893,0.3108
3285,Ta1,0.035424,1.0892,0.2727
3286,Ta1,0.035937,1.0794,0.2409
3287,Ta1,0.036466,1.064,0.2148
3288,Ta1,0.03701,1.046,0.195
3289,Ta1,0.037571,1.0264,0.1802
3290,Ta1,0.038149,1.0063,0.1694
3291,Ta1,0.038745,0.986,0.1618
3292,Ta1,0.03936,0.9652,0.157
3293,Ta1,0.039995,0.9448,0.154
3294,Ta1,0.040651,0.9244,0.1536
3295,Ta1,0.041328,0.9033,0.155
3296,Ta1,0.042029,0.8826,0.1581
3297,Ta1,0.042753,0.8607,0.1638
3298,Ta1,0.043503,0.8394,0.1721
3299,Ta1,0.04428,0.8177,0.1834
3300,Ta1,0.045085,0.7965,0.1984
3301,Ta1,0.04592,0.7781,0.2178
3302,Ta1,0.046786,0.766,0.2402
3303,Ta1,0.047686,0.7612,0.2614
3304,Ta1,0.048621,0.7618,0.2744
3305,Ta1,0.049594,0.7589,0.2774
3306,Ta1,0.050606,0.745,0.2758
3307,Ta1,0.05166,0.7213,0.278
3308,Ta1,0.052759,0.6913,0.2879
3309,Ta1,0.053906,0.6588,0.3051
3310,Ta1,0.055104,0.6253,0.3302
3311,Ta1,0.056356,0.5933,0.3633
3312,Ta1,0.057667,0.5632,0.404
3313,Ta1,0.05904,0.5362,0.4522
3314,Ta1,0.06048,0.5163,0.5085
3315,Ta1,0.061992,0.5043,0.5721
3316,Ta1,0.063582,0.5047,0.6409
3317,Ta1,0.065255,0.5256,0.7115
3318,Ta1,0.067018,0.5701,0.7596
3319,Ta1,0.06888,0.5974,0.77
3320,Ta1,0.070848,0.5887,0.7916
3321,Ta1,0.072932,0.5813,0.8396
3322,Ta1,0.075142,0.5868,0.8963
3323,Ta1,0.07749,0.6039,0.9538
3324,Ta1,0.07999,0.6288,1.0082
3325,Ta1,0.082656,0.6596,1.0574
3326,Ta1,0.085506,0.6934,1.1004
3327,Ta1,0.08856,0.7264,1.1365
3328,Ta1,0.09184,0.7554,1.1669
3329,Ta1,0.095372,0.7768,1.1947
3330,Ta1,0.099187,0.7885,1.2251
3331,Ta1,0.10332,0.791,1.2636
3332,Ta1,0.107812,0.7868,1.3168
3333,Ta1,0.112713,0.78,1.3904
3334,Ta1,0.11808,0.7779,1.4964
3335,Ta1,0.123984,0.8091,1.6717
3336,Ta1,0.13051,1.2024,1.8118
3337,Ta1,0.13776,1.047,1.5196
3338,Ta1,0.145864,0.9647,1.6612
3339,Ta1,0.15498,0.976,1.8013
3340,Ta1,0.165312,1.0188,1.9352
3341,Ta1,0.17712,1.0804,2.066
3342,Ta1,0.190745,1.1551,2.1946
3343,Ta1,0.20664,1.2376,2.3209
3344,Ta1,0.225426,1.321,2.4458
3345,Ta1,0.247968,1.3938,2.5746
3346,Ta1,0.261019,1.4215,2.644
3347,Ta1,0.27552,1.4408,2.7204
3348,Ta1,0.291728,1.4497,2.8078
3349,Ta1,0.30996,1.4463,2.9115
3350,Ta1,0.330625,1.4296,3.0382
3351,Ta1,0.354241,1.3995,3.1965
3352,Ta1,0.38149,1.3568,3.3965
3353,Ta1,0.413281,1.3038,3.6501
3354,Ta1,0.450852,1.244,3.9712
3355,Ta1,0.495937,1.1813,4.3778
3356,Ta1,0.551041,1.1201,4.8932
3357,Ta1,0.619921,1.0643,5.5518
3358,Ta1,0.708481,1.0177,6.4073
3359,Ta1,0.826561,0.9843,7.5506
3360,Ta1,0.991874,0.9704,9.1467
3361,Ta1,1.239842,0.989,11.5283
3362,Ta1,1.653123,1.0782,15.4738
3363,Ta1,2.479684,1.3916,23.3183
3364,Ta2,0.667,1.4478379,2.3306224
3365,Ta2,0.714,1.2685432,2.7919609
3366,Ta2,0.769,1.1466787,3.2384897
3367,Ta2,0.833,1.073087,3.7362305
3368,Ta2,0.909,1.0150307,4.2736932
3369,Ta2,1.05,0.96032,5.2167868
3370,Ta2,1.11,0.9253053,5.5894492
3371,Ta2,1.18,0.9012078,6.0121558
3372,Ta2,1.25,0.8740663,6.4776281
3373,Ta2,1.33,0.8414308,7.0171487
3374,Ta2,1.43,0.8354757,7.6548582
3375,Ta2,1.54,0.8564461,8.3686838
3376,Ta2,1.67,0.9019896,9.1771344
3377,Ta2,1.82,0.960826,10.114648
3378,Ta2,2.11,1.1067824,11.896174
3379,Ta2,2.22,1.192353,12.595572
3380,Ta2,2.35,1.2678805,13.363144
3381,Ta2,2.5,1.3499202,14.23958
3382,Ta2,2.67,1.4802727,15.240124
3383,Ta2,2.86,1.6348171,16.359682
3384,Ta2,3.08,1.8209204,17.640057
3385,Ta2,3.33,2.0587589,19.120563
3386,Ta2,3.64,2.3469537,20.845754
3387,Ta2,4.44,3.1932058,25.461819
3388,Ta2,5.71,4.9008382,32.510917
3389,Ta2,6.67,6.4122619,37.643719
3390,Ta2,11.1,15.61576,59.926459
3391,Ta2,12.5,19.058763,66.350003
3392,Ta2,14.3,24.23852,73.949845
3393,Ta2,16.7,31.493393,82.79423
3394,Ta2,22.2,48.392026,98.921392
3395,Ta2,28.6,66.1388,111.86857
3396,Ta2,33.3,77.867703,119.08288
3397,Ta2,44.4,100.17673,131.63028
3398,Ta2,57.1,119.43744,143.08774
3399,Ta2,66.7,131.25365,151.08524
3400,Ti1,0.017586,0.9127,0.0093
3401,Ti1,0.017712,0.9111,0.0099
3402,Ti1,0.017839,0.9089,0.0099
3403,Ti1,0.017969,0.9073,0.0105
3404,Ti1,0.0181,0.9056,0.011
3405,Ti1,0.018233,0.9034,0.0111
3406,Ti1,0.018368,0.9017,0.0116
3407,Ti1,0.018505,0.8995,0.0122
3408,Ti1,0.018644,0.8973,0.0123
3409,Ti1,0.018785,0.8951,0.0128
3410,Ti1,0.018929,0.8928,0.0134
3411,Ti1,0.019074,0.8906,0.014
3412,Ti1,0.019222,0.8884,0.0146
3413,Ti1,0.019373,0.8856,0.0152
3414,Ti1,0.019525,0.8828,0.0159
3415,Ti1,0.01968,0.8799,0.0165
3416,Ti1,0.019837,0.8771,0.0171
3417,Ti1,0.019997,0.8743,0.0177
3418,Ti1,0.02016,0.8708,0.0189
3419,Ti1,0.020325,0.8674,0.0196
3420,Ti1,0.020493,0.864,0.0208
3421,Ti1,0.020664,0.8599,0.0221
3422,Ti1,0.020838,0.8565,0.0228
3423,Ti1,0.021014,0.8524,0.024
3424,Ti1,0.021194,0.8477,0.026
3425,Ti1,0.021377,0.8431,0.0273
3426,Ti1,0.021562,0.8384,0.0292
3427,Ti1,0.021752,0.833,0.0306
3428,Ti1,0.021944,0.8277,0.0332
3429,Ti1,0.02214,0.8217,0.0353
3430,Ti1,0.022339,0.8151,0.038
3431,Ti1,0.022543,0.8085,0.0414
3432,Ti1,0.022749,0.8013,0.0449
3433,Ti1,0.02296,0.7934,0.0492
3434,Ti1,0.023175,0.7848,0.0535
3435,Ti1,0.023393,0.7756,0.06
3436,Ti1,0.023616,0.7658,0.0666
3437,Ti1,0.023843,0.7548,0.0755
3438,Ti1,0.024075,0.7432,0.0861
3439,Ti1,0.024311,0.7313,0.0991
3440,Ti1,0.024551,0.7194,0.1161
3441,Ti1,0.024797,0.7093,0.1382
3442,Ti1,0.025047,0.7023,0.1652
3443,Ti1,0.025303,0.7027,0.1971
3444,Ti1,0.025564,0.7146,0.2295
3445,Ti1,0.02583,0.7384,0.2553
3446,Ti1,0.026102,0.768,0.2663
3447,Ti1,0.02638,0.7915,0.2615
3448,Ti1,0.026663,0.8012,0.2509
3449,Ti1,0.026953,0.7982,0.2431
3450,Ti1,0.027249,0.7873,0.2445
3451,Ti1,0.027552,0.7744,0.2563
3452,Ti1,0.027862,0.764,0.2788
3453,Ti1,0.028178,0.7614,0.3093
3454,Ti1,0.028502,0.7699,0.3461
3455,Ti1,0.028834,0.7928,0.3828
3456,Ti1,0.029173,0.8304,0.4118
3457,Ti1,0.02952,0.8771,0.4258
3458,Ti1,0.029876,0.9237,0.4222
3459,Ti1,0.03024,0.961,0.4043
3460,Ti1,0.030613,0.9847,0.3803
3461,Ti1,0.030996,0.9964,0.3588
3462,Ti1,0.031388,1.0014,0.3445
3463,Ti1,0.031791,1.0056,0.3366
3464,Ti1,0.032204,1.0131,0.3336
3465,Ti1,0.032627,1.0256,0.3315
3466,Ti1,0.033062,1.043,0.3255
3467,Ti1,0.033509,1.0616,0.3132
3468,Ti1,0.033968,1.0783,0.2944
3469,Ti1,0.03444,1.0893,0.2713
3470,Ti1,0.034925,1.0938,0.2459
3471,Ti1,0.035424,1.0918,0.2216
3472,Ti1,0.035937,1.0853,0.1995
3473,Ti1,0.036466,1.0755,0.1808
3474,Ti1,0.03701,1.0631,0.1651
3475,Ti1,0.037571,1.0499,0.1524
3476,Ti1,0.038149,1.0355,0.1424
3477,Ti1,0.038745,1.0209,0.1347
3478,Ti1,0.03936,1.0058,0.1292
3479,Ti1,0.039995,0.9913,0.1256
3480,Ti1,0.040651,0.9763,0.1229
3481,Ti1,0.041328,0.9617,0.1222
3482,Ti1,0.042029,0.9472,0.123
3483,Ti1,0.042753,0.933,0.1243
3484,Ti1,0.043503,0.9183,0.1274
3485,Ti1,0.04428,0.9041,0.1316
3486,Ti1,0.045085,0.8897,0.1366
3487,Ti1,0.04592,0.876,0.1427
3488,Ti1,0.046786,0.8617,0.1503
3489,Ti1,0.047686,0.8481,0.1592
3490,Ti1,0.048621,0.8352,0.1688
3491,Ti1,0.049594,0.8224,0.18
3492,Ti1,0.050606,0.8103,0.1913
3493,Ti1,0.05166,0.7984,0.2035
3494,Ti1,0.052759,0.7873,0.2166
3495,Ti1,0.053906,0.7758,0.2301
3496,Ti1,0.055104,0.7649,0.2432
3497,Ti1,0.056356,0.753,0.257
3498,Ti1,0.057667,0.7401,0.2716
3499,Ti1,0.05904,0.7262,0.2871
3500,Ti1,0.06048,0.7111,0.3044
3501,Ti1,0.061992,0.6943,0.3241
3502,Ti1,0.063582,0.6771,0.3471
3503,Ti1,0.065255,0.6585,0.3736
3504,Ti1,0.067018,0.6407,0.4043
3505,Ti1,0.06888,0.6237,0.4393
3506,Ti1,0.070848,0.6095,0.4791
3507,Ti1,0.072932,0.5978,0.5228
3508,Ti1,0.075142,0.5901,0.5703
3509,Ti1,0.07749,0.5866,0.6205
3510,Ti1,0.07999,0.5879,0.6735
3511,Ti1,0.082656,0.5934,0.7281
3512,Ti1,0.085506,0.6045,0.7832
3513,Ti1,0.08856,0.62,0.8387
3514,Ti1,0.09184,0.6402,0.8943
3515,Ti1,0.095372,0.665,0.9488
3516,Ti1,0.099187,0.6939,1.0023
3517,Ti1,0.10332,0.7268,1.0532
3518,Ti1,0.107812,0.7628,1.1018
3519,Ti1,0.112713,0.8006,1.1467
3520,Ti1,0.11808,0.8386,1.1884
3521,Ti1,0.123984,0.8748,1.2265
3522,Ti1,0.13051,0.9066,1.2629
3523,Ti1,0.13776,0.9318,1.2997
3524,Ti1,0.145864,0.9482,1.342
3525,Ti1,0.15498,0.9564,1.3959
3526,Ti1,0.165312,0.9606,1.4689
3527,Ti1,0.17712,0.9706,1.5656
3528,Ti1,0.190745,1.001,1.6814
3529,Ti1,0.20664,1.058,1.794
3530,Ti1,0.225426,1.1105,1.8775
3531,Ti1,0.247968,1.0929,1.9699
3532,Ti1,0.261019,1.06,2.06
3533,Ti1,0.27552,1.0397,2.1977
3534,Ti1,0.291728,1.0707,2.3722
3535,Ti1,0.30996,1.187,2.5304
3536,Ti1,0.330625,1.3546,2.5636
3537,Ti1,0.354241,1.3798,2.4347
3538,Ti1,0.38149,1.1248,2.3791
3539,Ti1,0.413281,0.7721,2.6064
3540,Ti1,0.450852,0.516,3.0467
3541,Ti1,0.495937,0.3671,3.5927
3542,Ti1,0.551041,0.2867,4.2241
3543,Ti1,0.619921,0.2512,4.9688
3544,Ti1,0.708481,0.2565,5.8839
3545,Ti1,0.826561,0.3226,7.0623
3546,Ti1,0.991874,0.5347,8.6306
3547,Ti1,1.239842,0.9209,10.5189
3548,Ti1,1.653123,0.6066,13.7851
3549,Ti1,2.479684,0.6754,21.1673
3550,Ti2,0.667,2.370432,3.0317254
3551,Ti2,0.714,2.5658703,3.1836237
3552,Ti2,0.769,2.8061078,3.2717366
3553,Ti2,0.833,3.1079186,3.3007447
3554,Ti2,0.909,3.3065327,3.2405736
3555,Ti2,1.05,3.4440424,3.2989913
3556,Ti2,1.11,3.5179021,3.3609902
3557,Ti2,1.18,3.6009322,3.4342207
3558,Ti2,1.25,3.698148,3.5123265
3559,Ti2,1.33,3.8097162,3.5906589
3560,Ti2,1.43,3.9419174,3.7122171
3561,Ti2,1.54,4.0126191,3.8077018
3562,Ti2,1.67,4.2746437,3.8609249
3563,Ti2,1.82,4.4682212,3.8823682
3564,Ti2,2.11,4.7311251,3.7288987
3565,Ti2,2.22,4.7418094,3.6030774
3566,Ti2,2.35,4.6520327,3.3990496
3567,Ti2,2.5,4.364761,3.1898829
3568,Ti2,2.67,3.8144105,3.0741948
3569,Ti2,2.86,3.0649496,3.5829978
3570,Ti2,3.08,2.4004043,4.4865443
3571,Ti2,3.33,2.3943002,5.4204022
3572,Ti2,3.64,2.5809283,6.2578349
3573,Ti2,4.44,2.8327334,7.7291731
3574,Ti2,5.71,2.1867059,10.53627
3575,Ti2,6.67,2.4841185,12.895769
3576,Ti2,11.1,4.5921948,21.789718
3577,Ti2,12.5,5.29318,24.380236
3578,Ti2,14.3,6.2397504,27.621553
3579,Ti2,16.7,7.5817542,31.846917
3580,Ti2,22.2,11.217047,41.326081
3581,Ti2,28.6,16.284041,51.475157
3582,Ti2,33.3,20.880752,58.046709
3583,Ti2,44.4,31.260311,70.562709
3584,Ti2,57.1,42.303853,81.834224
3585,Ti2,66.7,49.906684,88.904473
3586,Zr,0.22,1.007,0.697
3587,Zr,0.24,0.995,1.145
3588,Zr,0.26,1.091,1.433
3589,Zr,0.28,1.178,1.651
3590,Zr,0.3,1.271,1.845
3591,Zr,0.32,1.36,2.009
3592,Zr,0.34,1.452,2.174
3593,Zr,0.36,1.55,2.308
3594,Zr,0.38,1.636,2.452
3595,Zr,0.4,1.734,2.579
3596,Zr,0.42,1.836,2.708
3597,Zr,0.44,1.935,2.817
3598,Zr,0.46,2.034,2.926
3599,Zr,0.48,2.134,3.033
3600,Zr,0.5,2.245,3.138
3601,Zr,0.52,2.356,3.228
3602,Zr,0.54,2.47,3.319
3603,Zr,0.56,2.593,3.401
3604,Zr,0.58,2.731,3.466
3605,Zr,0.6,2.857,3.503
3606,Zr,0.62,2.968,3.537
3607,Zr,0.64,3.078,3.566
3608,Zr,0.66,3.179,3.586
3609,Zr,0.68,3.274,3.603
3610,Zr,0.7,3.364,3.616
3611,Zr,0.72,3.448,3.623
3612,Zr,0.74,3.526,3.628
3613,Zr,0.76,3.595,3.63
3614,Zr,0.78,3.66,3.631
3615,Zr,0.8,3.724,3.627
3616,Zr,0.82,3.76,3.619
3617,Zr,0.84,3.801,3.627
3618,Zr,0.86,3.83,3.63
3619,Zr,0.88,3.856,3.653
3620,Zr,0.9,3.888,3.685
3621,Zr,0.92,3.931,3.714
3622,Zr,0.94,3.97,3.736
3623,Zr,0.96,4.016,3.761
3624,Zr,0.98,4.061,3.79
3625,Zr,1.02,4.138,3.831
3626,Zr,1.04,4.179,3.852
3627,Zr,1.06,4.226,3.88
3628,Zr,1.08,4.275,3.9
3629,Zr,1.1,4.319,3.911
3630,Zr,1.12,4.365,3.921
3631,Zr,1.14,4.402,3.931
3632,Zr,1.16,4.443,3.934
3633,Zr,1.18,4.475,3.94
3634,Zr,1.2,4.51,3.936
3635,Zr,1.22,4.515,3.942
3636,Zr,1.24,4.539,3.959
3637,Zr,1.26,4.558,3.98
3638,Zr,1.3,4.603,4.009
3639,Zr,1.32,4.627,4.023
3640,Zr,1.34,4.649,4.049
3641,Zr,1.36,4.68,4.065
3642,Zr,1.38,4.697,4.074
3643,Zr,1.4,4.704,4.091
3644,Zr,1.42,4.734,4.113
3645,Zr,1.44,4.754,4.128
3646,Zr,1.46,4.777,4.15
3647,Zr,1.48,4.8,4.166
3648,Zr,1.5,4.819,4.182
3649,Zr,1.52,4.846,4.192
3650,Zr,1.54,4.846,4.203
3651,Zr,1.56,4.878,4.229
3652,Zr,1.58,4.896,4.238
3653,Zr,1.6,4.914,4.253
3654,Zr,1.62,4.933,4.278
3655,Zr,1.64,4.95,4.282
3656,Zr,1.66,4.958,4.292
3657,Zr,1.68,4.97,4.311
3658,Zr,1.7,4.983,4.328
3659,Zr,1.72,4.997,4.332
3660,Zr,1.74,5.003,4.357
3661,Zr,1.76,5.016,4.371
3662,Zr,1.78,5.027,4.387
3663,Zr,1.8,5.03,4.393
3664,Zr,1.82,5.025,4.433
3665,Zr,1.84,5.047,4.462
3666,Zr,1.86,5.055,4.466
3667,Zr,1.88,5.05,4.521
3668,Zr,1.9,5.097,4.559
3669,Zr,1.92,5.126,4.572
3670,Zr,1.94,5.162,4.565
3671,Zr,1.96,5.174,4.573
3672,Zr,1.98,5.194,4.573
3673,Zr,2.02,5.209,4.584
3674,Zr,2.04,5.207,4.597
3675,Zr,2.06,5.212,4.606
3676,Zr,2.08,5.21,4.618
3677,Zr,2.1,5.217,4.637
3678,Zr,2.12,5.223,4.655
3679,Zr,2.14,5.241,4.667
3680,Zr,2.16,5.24,4.666
3681,Zr,2.18,5.236,4.679
3682,Zr,2.2,5.241,4.693
3683,Zr,2.22,5.239,4.702
3684,Zr,2.24,5.239,4.707
3685,Zr,2.26,5.231,4.724
3686,Zr,2.28,5.224,4.739
3687,Zr,2.3,5.221,4.762
3688,Zr,2.32,5.212,4.778
3689,Zr,2.34,5.205,4.796
3690,Zr,2.36,5.212,4.82
3691,Zr,2.38,5.204,4.83
3692,Zr,2.4,5.2,4.853
3693,Zr,2.42,5.196,4.88
3694,Zr,2.44,5.203,4.896
3695,Zr,2.46,5.195,4.912
3696,Zr,2.48,5.209,4.937
3697,Zr,2.5,5.207,4.915
3698,Zr,2.5126,5.189,4.924
3699,Zr,2.5253,5.176,4.936
3700,Zr,2.5381,5.165,4.948
3701,Zr,2.551,5.153,4.962
3702,Zr,2.5641,5.142,4.977
3703,Zr,2.5773,5.131,4.992
3704,Zr,2.5907,5.12,5.009
3705,Zr,2.6042,5.11,5.028
3706,Zr,2.6178,5.101,5.047
3707,Zr,2.6316,5.092,5.069
3708,Zr,2.6455,5.087,5.089
3709,Zr,2.6596,5.08,5.109
3710,Zr,2.6738,5.075,5.129
3711,Zr,2.6882,5.07,5.149
3712,Zr,2.7027,5.064,5.168
3713,Zr,2.7174,5.058,5.188
3714,Zr,2.7322,5.052,5.206
3715,Zr,2.7473,5.045,5.227
3716,Zr,2.7624,5.038,5.246
3717,Zr,2.7778,5.03,5.264
3718,Zr,2.7933,5.022,5.286
3719,Zr,2.809,5.013,5.308
3720,Zr,2.8249,5.002,5.328
3721,Zr,2.8409,4.993,5.353
3722,Zr,2.8571,4.983,5.377
3723,Zr,2.8736,4.974,5.4
3724,Zr,2.8902,4.964,5.427
3725,Zr,2.907,4.954,5.451
3726,Zr,2.924,4.943,5.478
3727,Zr,2.9412,4.93,5.506
3728,Zr,2.9586,4.921,5.534
3729,Zr,2.9762,4.909,5.564
3730,Zr,2.994,4.898,5.596
3731,Zr,3.012,4.888,5.628
3732,Zr,3.0303,4.88,5.659
3733,Zr,3.0488,4.869,5.693
3734,Zr,3.0675,4.86,5.726
3735,Zr,3.0864,4.85,5.759
3736,Zr,3.1056,4.839,5.795
3737,Zr,3.125,4.831,5.832
3738,Zr,3.1447,4.821,5.867
3739,Zr,3.1646,4.811,5.907
3740,Zr,3.1847,4.802,5.945
3741,Zr,3.2051,4.793,5.983
3742,Zr,3.2258,4.784,6.022
3743,Zr,3.2468,4.774,6.064
3744,Zr,3.268,4.766,6.108
3745,Zr,3.2895,4.758,6.15
3746,Zr,3.3113,4.749,6.194
3747,Zr,3.3333,4.744,6.242
3748,Zr,3.3557,4.739,6.286
3749,Zr,3.3764,4.733,6.332
3750,Zr,3.4014,4.728,6.377
3751,Zr,3.4247,4.72,6.423
3752,Zr,3.4483,4.715,6.473
3753,Zr,3.4722,4.71,6.518
3754,Zr,3.4965,4.701,6.568
3755,Zr,3.5211,4.697,6.619
3756,Zr,3.5461,4.693,6.67
3757,Zr,3.5714,4.686,6.721
3758,Zr,3.5971,4.68,6.774
3759,Zr,3.6232,4.674,6.827
3760,Zr,3.6496,4.669,6.883
3761,Zr,3.6765,4.664,6.938
3762,Zr,3.7037,4.657,6.996
3763,Zr,3.7313,4.654,7.056
3764,Zr,3.7594,4.651,7.115
3765,Zr,3.7879,4.647,7.174
3766,Zr,3.8168,4.639,7.236
3767,Zr,3.8462,4.636,7.301
3768,Zr,3.876,4.633,7.366
3769,Zr,3.9063,4.63,7.433
3770,Zr,3.937,4.628,7.502
3771,Zr,3.9683,4.628,7.573
3772,Zr,4.0323,4.63,7.711
3773,Zr,4.065,4.627,7.784
3774,Zr,4.0984,4.629,7.86
3775,Zr,4.1322,4.634,7.936
3776,Zr,4.1667,4.634,8.012
3777,Zr,4.2017,4.642,8.09
3778,Zr,4.2373,4.646,8.166
3779,Zr,4.2735,4.654,8.245
3780,Zr,4.3103,4.656,8.324
3781,Zr,4.3478,4.663,8.408
3782,Zr,4.386,4.67,8.491
3783,Zr,4.4248,4.677,8.573
3784,Zr,4.4643,4.684,8.66
3785,Zr,4.5045,4.697,8.744
3786,Zr,4.5455,4.705,8.826
3787,Zr,4.5872,4.711,8.912
3788,Zr,4.6729,4.723,9.093
3789,Zr,4.717,4.726,9.187
3790,Zr,4.7619,4.733,9.285
3791,Zr,4.8077,4.74,9.386
3792,Zr,4.8544,4.748,9.49
3793,Zr,4.902,4.758,9.599
3794,Zr,4.9505,4.772,9.708
3795,Zr,5.0505,4.804,9.932
3796,Zr,5.102,4.825,10.039
3797,Zr,5.1546,4.837,10.152
3798,Zr,5.2083,4.856,10.277
3799,Zr,5.2632,4.873,10.388
3800,Zr,5.3191,4.889,10.514
3801,Zr,5.3763,4.91,10.641
3802,Zr,5.4348,4.929,10.779
3803,Zr,5.4945,4.961,10.917
3804,Zr,5.5556,5.001,11.042
3805,Zr,5.618,5.024,11.177
3806,Zr,5.6818,5.051,11.32
3807,Zr,5.7471,5.089,11.453
3808,Zr,5.814,5.115,11.595
3809,Zr,5.8824,5.151,11.746
3810,Zr,5.9524,5.183,11.902
3811,Zr,6.0241,5.23,12.057
3812,Zr,6.0976,5.271,12.212
3813,Zr,6.1728,5.31,12.376
3814,Zr,6.25,5.36,12.543
3815,Zr,6.3291,5.41,12.714
3816,Zr,6.4103,5.47,12.889
3817,Zr,6.4935,5.532,13.06
3818,Zr,6.5789,5.595,13.237
3819,Zr,6.6667,5.661,13.416
3820,Zr,6.7568,5.732,13.596
3821,Zr,6.8493,5.802,13.787
3822,Zr,6.9444,5.887,13.963
3823,Zr,7.0423,5.952,14.15
3824,Zr,7.1429,6.035,14.344
3825,Zr,7.2464,6.127,14.539
3826,Zr,7.3529,6.213,14.727
3827,Zr,7.4627,6.309,14.911
3828,Zr,7.5758,6.383,15.092
3829,Zr,7.6923,6.456,15.31
3830,Zr,7.8125,6.55,15.527
3831,Zr,7.9365,6.632,15.735
3832,Zr,8.0645,6.72,15.97
3833,Zr,8.1967,6.819,16.197
3834,Zr,8.3333,6.924,16.439
3835,Zr,8.4746,7.018,16.674
3836,Zr,8.6207,7.115,16.929
3837,Zr,8.7719,7.218,17.195
3838,Zr,8.9286,7.317,17.476
3839,Zr,9.0909,7.455,17.774
3840,Zr,9.2593,7.584,18.059
3841,Zr,9.434,7.721,18.366
3842,Zr,9.6154,7.864,18.676
3843,Zr,9.8039,8.025,18.992
3844,Zr,10.2041,8.37,19.66
3845,Zr,10.4167,8.546,19.986
3846,Zr,10.6383,8.732,20.344
3847,Zr,10.8696,8.937,20.716
3848,Zr,11.1111,9.136,21.086
3849,Zr,11.3636,9.369,21.473
3850,Zr,11.6279,9.595,21.856
3851,Zr,11.9048,9.831,22.265
3852,Zr,12.1951,10.079,22.688
3853,Zr,12.5,10.335,23.123
3854,Zr,12.8205,10.619,23.577
3855,Zr,13.1579,10.911,24.042
3856,Zr,13.5135,11.205,24.5
3857,Zr,13.8889,11.515,25.016
3858,Zr,14.2857,11.814,25.545
3859,Zr,14.7059,12.166,26.097
3860,Zr,15.1515,12.516,26.686
3861,Zr,15.625,12.929,27.32
3862,Zr,16.129,13.352,27.954
3863,Zr,16.6667,13.803,28.636
3864,Zr,17.2414,14.266,29.301
3865,Zr,17.8571,14.769,30.059
3866,Zr,18.5185,15.347,30.829
3867,Zr,19.2308,15.92,31.621
3868,Zr,20.8333,17.198,33.469
3869,Zr,21.7391,18.038,34.513
3870,Zr,22.7273,18.944,35.431
3871,Zr,23.8095,20.031,36.348
3872,Zr,26.3158,21.445,38.482
3873,Zr,27.7778,22.327,39.897
3874,Zr,29.4118,23.283,41.521
3875,Zr,31.25,24.459,43.439
3876,Zr,33.3333,25.82,45.534
3877,Zr,35.7143,27.455,47.998
3878,Zr,38.4615,29.442,50.816
3879,Zr,41.6667,31.972,54.228
3880,Zr,45.4545,35.375,58.2
3881,Zr,55.5556,46.731,67.736
